price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3732620,6069,3,1,2,yes,no,yes,yes,yes,yes,no,semi-furnished
8404209,7647,4,3,4,yes,yes,no,yes,yes,no,no,semi-furnished
4345045,4865,2,2,1,yes,no,no,no,no,yes,no,furnished
4122734,4638,4,1,2,yes,no,no,no,no,no,no,furnished
3800038,4014,2,1,1,yes,no,no,no,no,yes,no,unfurnished
2467447,2895,4,1,3,yes,yes,yes,yes,no,no,no,unfurnished
7442878,5602,3,2,5,yes,yes,yes,no,no,yes,no,furnished
8471445,7773,4,2,5,yes,yes,no,yes,no,no,no,furnished
3682131,3743,2,3,1,yes,no,no,no,no,no,no,furnished
4506689,4471,3,1,2,yes,yes,yes,no,yes,yes,no,semi-furnished
3388243,2882,4,2,2,yes,no,no,yes,yes,no,no,furnished
3657424,4539,2,2,2,yes,yes,no,no,yes,no,no,semi-furnished
6026909,6929,3,3,4,yes,no,yes,no,yes,yes,no,unfurnished
3148371,4719,4,2,3,no,no,yes,yes,yes,yes,no,unfurnished
3652064,3571,4,2,3,no,yes,no,no,yes,no,no,furnished
3923931,3646,5,2,3,no,yes,no,yes,no,yes,no,furnished
5174523,6428,4,2,1,no,no,yes,no,no,yes,yes,furnished
3167633,7018,2,2,1,yes,yes,no,yes,no,no,no,furnished
3027468,3634,3,1,3,no,no,yes,yes,no,no,no,furnished
10222122,16467,5,4,2,yes,yes,no,no,yes,yes,no,unfurnished
3318743,2384,3,1,2,yes,no,yes,yes,yes,yes,yes,furnished
3563639,5241,4,1,2,no,no,no,no,yes,yes,no,unfurnished
5007722,6109,3,2,2,no,yes,yes,yes,yes,no,no,semi-furnished
4712279,4452,4,1,1,no,no,no,yes,yes,no,yes,furnished
5268808,10294,4,2,2,no,no,no,yes,no,yes,no,semi-furnished
4595998,3850,4,2,3,no,yes,yes,no,yes,no,no,semi-furnished
3012852,3971,3,2,2,no,yes,yes,yes,yes,no,no,furnished
3604841,4578,4,2,2,no,no,no,no,yes,yes,no,unfurnished
4178697,4231,4,1,2,yes,no,no,no,yes,yes,no,semi-furnished
2727424,2616,4,1,2,no,yes,no,yes,no,no,no,semi-furnished
3103891,3945,2,1,2,no,yes,no,yes,yes,no,no,furnished
5259072,7518,3,2,1,no,yes,yes,yes,yes,yes,yes,unfurnished
2507689,3901,2,2,2,yes,yes,no,no,no,no,no,semi-furnished
4913488,3135,4,1,4,yes,yes,no,yes,no,no,no,unfurnished
3290752,3853,5,2,3,no,no,yes,yes,yes,yes,no,unfurnished
7614906,6102,5,3,4,yes,yes,yes,yes,yes,no,no,semi-furnished
2478946,3436,2,2,1,yes,no,no,yes,yes,no,no,unfurnished
2012154,3711,5,1,2,yes,yes,no,no,no,yes,no,semi-furnished
5393652,6802,3,3,2,no,yes,yes,no,no,no,yes,furnished
4205060,5003,3,1,2,no,yes,no,no,yes,yes,no,furnished
1971510,3593,6,1,3,no,yes,yes,yes,yes,yes,no,unfurnished
8849883,4714,3,1,3,no,yes,no,no,no,no,no,furnished
4488244,6275,3,1,1,no,yes,yes,yes,no,yes,no,unfurnished
5267641,9887,4,3,3,yes,no,no,yes,no,yes,no,unfurnished
3290146,3978,2,1,1,yes,no,yes,yes,no,no,no,furnished
4285448,6678,2,1,2,no,yes,yes,no,no,no,no,unfurnished
4299905,6893,4,1,2,yes,no,no,no,no,yes,no,semi-furnished
4924674,4753,4,1,3,no,no,no,yes,yes,no,no,unfurnished
2930683,6138,2,2,2,no,no,yes,no,no,no,no,unfurnished
5030309,3030,4,2,3,yes,yes,no,yes,no,no,no,unfurnished
3032766,4852,4,1,3,no,yes,no,no,no,no,no,furnished
4505067,5276,2,2,3,no,no,yes,no,no,yes,no,semi-furnished
3004048,3043,3,2,1,no,yes,no,no,yes,yes,no,semi-furnished
5985591,7463,4,2,3,yes,no,no,no,no,no,no,furnished
5849242,5289,4,1,3,no,yes,yes,yes,no,no,no,semi-furnished
3826387,3629,2,1,2,no,no,yes,no,yes,yes,yes,furnished
2578359,3409,2,1,2,yes,yes,no,yes,yes,yes,no,unfurnished
5279970,4593,4,2,3,no,no,no,yes,no,yes,no,unfurnished
4765112,6899,3,1,1,yes,no,no,yes,yes,yes,no,unfurnished
4210705,4095,4,2,2,yes,no,no,no,no,yes,no,furnished
2733705,4042,4,3,3,no,yes,yes,no,yes,yes,no,unfurnished
4225138,6166,4,1,1,no,yes,yes,no,yes,yes,no,semi-furnished
3005920,6204,4,1,3,no,no,no,no,no,yes,no,semi-furnished
3094520,4657,2,1,3,yes,yes,no,yes,yes,no,no,semi-furnished
3232463,3867,3,2,2,yes,no,yes,yes,yes,no,no,furnished
2868325,3316,3,1,2,no,no,yes,no,no,no,no,furnished
5208039,11783,2,2,2,yes,no,yes,no,no,no,yes,unfurnished
4198883,6288,3,2,2,no,yes,yes,no,yes,yes,no,furnished
9290897,3989,4,2,2,yes,no,yes,yes,no,yes,no,semi-furnished
5996563,3746,4,2,2,yes,yes,yes,yes,no,yes,no,semi-furnished
7288566,6465,4,3,4,no,yes,yes,yes,yes,yes,no,furnished
6532882,8334,4,2,3,no,no,yes,yes,no,yes,no,semi-furnished
2227529,3123,3,2,2,no,yes,yes,no,yes,no,no,semi-furnished
2948518,3717,4,2,2,yes,no,yes,yes,no,no,no,semi-furnished
4014714,4116,3,1,3,yes,yes,no,no,yes,no,no,unfurnished
4882597,5095,2,2,1,no,no,no,yes,yes,yes,yes,unfurnished
4921787,3620,4,3,2,no,no,yes,no,no,yes,no,unfurnished
2707388,3391,2,2,1,yes,no,yes,yes,no,no,no,furnished
5313895,6206,3,1,1,yes,yes,yes,no,no,no,yes,unfurnished
9846931,13366,4,1,2,no,no,yes,no,yes,no,yes,furnished
4071315,6033,5,2,2,yes,yes,yes,no,yes,yes,no,unfurnished
2959159,3624,3,2,3,no,yes,no,no,yes,no,no,semi-furnished
2896484,3317,3,1,1,no,yes,no,yes,no,no,no,semi-furnished
4522987,4099,3,1,3,no,no,yes,yes,yes,no,no,semi-furnished
4562439,8340,3,1,2,yes,yes,yes,no,no,no,no,furnished
3507903,3757,2,1,1,no,no,yes,no,yes,no,no,unfurnished
3181976,3133,3,2,1,yes,no,yes,yes,no,yes,no,furnished
3327298,6215,4,2,2,no,yes,yes,yes,yes,no,no,unfurnished
4252114,4729,3,1,1,no,no,yes,yes,yes,yes,no,furnished
4303428,3545,3,1,2,yes,no,yes,no,no,no,yes,unfurnished
3518165,4019,4,1,3,yes,no,yes,yes,yes,yes,no,unfurnished
4072187,4675,3,1,2,no,no,no,yes,no,no,yes,unfurnished
2707857,3634,2,1,1,no,no,no,no,no,no,no,furnished
2134537,3436,3,2,1,no,yes,no,no,no,no,no,furnished
2839190,2890,4,2,2,yes,no,no,no,no,yes,no,unfurnished
3722498,4059,4,2,1,no,yes,no,yes,no,no,no,furnished
7637728,6235,4,3,4,no,yes,no,yes,yes,yes,no,semi-furnished
5201693,3494,4,2,2,no,yes,no,no,yes,yes,no,unfurnished
6876590,4271,4,3,2,yes,no,no,yes,yes,yes,yes,unfurnished
3560039,4038,4,1,3,no,yes,yes,no,no,yes,no,unfurnished
3447502,4923,4,1,2,no,no,no,yes,no,yes,no,semi-furnished
4464732,4298,3,2,3,no,no,no,yes,no,no,no,furnished
5213691,3597,4,2,3,no,no,no,yes,yes,no,no,semi-furnished
3849202,4857,3,1,3,yes,yes,no,no,yes,yes,no,furnished
5757549,5771,5,2,2,yes,yes,no,yes,yes,yes,no,unfurnished
3886711,4199,3,1,3,no,yes,yes,yes,no,yes,no,furnished
6309154,4298,4,2,4,yes,no,yes,no,no,yes,no,furnished
5483452,6158,4,1,4,no,no,no,no,yes,yes,yes,unfurnished
4416973,4171,4,1,2,yes,yes,yes,yes,yes,yes,no,furnished
6608023,8430,3,3,3,yes,no,no,no,yes,no,no,furnished
4204947,3612,4,1,2,no,no,yes,no,no,yes,yes,semi-furnished
8771781,4809,3,1,3,no,yes,no,no,no,yes,no,semi-furnished
4591781,4285,3,1,2,yes,yes,no,yes,no,no,no,furnished
2420459,2789,5,2,2,no,yes,no,yes,yes,no,no,semi-furnished
5496551,2854,5,2,3,yes,yes,no,no,no,yes,no,unfurnished
8491220,7920,4,3,5,yes,yes,yes,yes,no,yes,no,unfurnished
3919093,3708,4,1,3,no,no,yes,yes,no,yes,no,furnished
4213658,2917,4,3,2,yes,no,yes,no,yes,yes,no,semi-furnished
8174178,7271,5,2,2,no,no,no,yes,no,no,no,semi-furnished
4297150,7182,4,2,1,yes,no,no,no,no,no,no,furnished
4637106,5845,3,2,2,no,yes,no,no,no,yes,no,semi-furnished
4207751,6281,4,1,2,yes,yes,yes,no,yes,yes,no,semi-furnished
6303921,7352,4,3,2,yes,yes,yes,no,yes,no,no,unfurnished
6016790,3754,4,2,3,no,yes,no,yes,no,no,no,unfurnished
8490551,5773,4,3,2,no,yes,yes,yes,no,yes,yes,furnished
3780912,5687,3,1,2,no,no,no,yes,yes,yes,no,semi-furnished
2332488,2055,4,1,1,yes,yes,no,yes,no,yes,no,furnished
4043488,3730,4,2,2,no,yes,no,yes,yes,no,no,unfurnished
4294889,6192,3,2,1,yes,yes,yes,yes,yes,yes,no,furnished
4041675,4765,4,2,2,no,no,no,no,no,yes,no,semi-furnished
3803875,3665,3,1,1,yes,yes,yes,no,no,no,no,unfurnished
3906136,3607,2,3,1,no,no,no,yes,yes,yes,no,unfurnished
5855266,7474,3,2,2,no,yes,yes,yes,no,yes,yes,furnished
3733185,3674,3,3,2,yes,no,yes,yes,no,yes,no,unfurnished
5543960,6583,4,2,1,no,no,no,yes,yes,no,yes,furnished
10189459,16554,5,3,2,yes,yes,yes,no,yes,no,no,semi-furnished
3778215,3129,3,2,3,yes,no,yes,yes,yes,yes,no,semi-furnished
7215541,6400,4,2,2,no,yes,no,yes,no,no,no,semi-furnished
3147542,5170,2,1,2,no,yes,yes,yes,no,no,no,furnished
3375762,4318,3,1,1,yes,no,yes,yes,no,no,no,furnished
3242271,3783,1,2,2,yes,no,no,yes,yes,no,no,semi-furnished
5191775,11830,3,1,3,yes,yes,yes,no,yes,no,yes,semi-furnished
3427833,3180,3,1,2,yes,no,no,no,yes,yes,no,furnished
6539556,7764,4,2,1,no,no,no,no,no,yes,yes,unfurnished
4857113,9205,2,1,2,no,yes,yes,no,no,no,no,unfurnished
2471088,3620,3,2,2,no,no,yes,yes,yes,yes,no,furnished
6455928,5087,3,1,2,yes,no,no,yes,no,no,no,unfurnished
4795100,10327,2,1,2,no,yes,yes,no,yes,yes,yes,furnished
4144756,5643,2,2,2,no,yes,no,yes,yes,yes,no,unfurnished
2452507,3719,2,1,1,yes,yes,no,yes,no,yes,no,furnished
3573190,13059,3,1,2,no,no,yes,no,no,no,no,semi-furnished
2293178,2010,2,1,2,yes,no,no,no,no,yes,no,furnished
4538828,3651,2,1,3,yes,no,yes,yes,no,yes,yes,furnished
2948794,6644,4,1,3,no,yes,yes,no,no,no,no,furnished
5955869,6733,4,1,1,yes,no,no,no,yes,yes,yes,furnished
4226402,6082,3,2,2,no,yes,yes,no,yes,no,no,unfurnished
2336923,4090,4,1,2,no,yes,yes,yes,no,no,no,unfurnished
9856193,6193,4,2,4,no,no,yes,yes,no,no,yes,furnished
6598469,6102,4,3,4,no,no,no,no,yes,no,no,furnished
4235840,2381,4,1,2,yes,no,yes,yes,no,no,no,semi-furnished
8412683,7587,3,2,4,yes,no,yes,no,no,no,no,furnished
7350195,6328,4,2,2,no,no,no,yes,no,yes,no,unfurnished
4574316,5459,4,2,2,no,no,yes,yes,no,no,yes,furnished
3438602,4151,3,2,3,no,yes,yes,yes,yes,yes,no,semi-furnished
2956621,5423,3,2,1,yes,yes,yes,yes,no,yes,no,furnished
8053198,6211,4,1,5,no,yes,yes,yes,no,no,no,unfurnished
5221042,3379,3,2,2,yes,yes,no,no,yes,yes,no,semi-furnished
4249045,5174,4,1,2,no,no,yes,no,no,no,no,unfurnished
3963040,7472,4,3,1,yes,no,yes,no,yes,yes,no,furnished
5865325,7052,4,2,1,no,no,no,no,no,no,yes,semi-furnished
4536401,3634,3,2,4,yes,no,no,yes,yes,yes,no,unfurnished
5644675,4714,4,2,2,yes,no,yes,no,yes,yes,yes,unfurnished
6090657,9856,3,1,1,yes,no,no,yes,no,no,yes,unfurnished
3437027,3701,3,2,1,yes,yes,yes,no,yes,no,no,furnished
6284577,5573,3,1,3,no,yes,no,yes,yes,yes,yes,semi-furnished
4352190,4295,2,1,2,yes,no,no,no,yes,yes,no,furnished
3446721,4232,4,2,1,yes,yes,yes,yes,yes,no,no,unfurnished
2298679,2171,4,1,1,yes,no,no,yes,no,no,no,furnished
4821516,8392,5,1,4,no,no,no,no,no,no,no,unfurnished
3874296,5356,6,3,2,no,yes,yes,no,no,no,no,furnished
4735067,3903,4,2,2,no,no,no,yes,no,no,no,semi-furnished
4644200,5684,4,2,3,yes,no,no,no,no,yes,yes,furnished
4580206,10159,4,1,1,yes,no,no,no,yes,no,no,furnished
4383093,6708,4,1,2,no,no,no,yes,no,yes,no,furnished
2690987,4192,4,1,2,yes,yes,no,no,yes,yes,no,unfurnished
2735681,3667,3,2,2,yes,no,yes,yes,no,no,no,unfurnished
4980368,4819,4,1,2,yes,no,no,yes,no,yes,no,semi-furnished
3632649,3613,3,1,2,no,no,yes,yes,yes,no,no,unfurnished
5547454,6341,4,1,3,yes,no,no,yes,yes,no,yes,semi-furnished
5615196,6638,5,2,2,yes,yes,no,yes,no,yes,yes,furnished
2715449,4076,3,1,2,no,no,no,yes,yes,yes,no,unfurnished
7290634,7803,5,2,5,no,yes,yes,yes,yes,yes,no,unfurnished
4184162,4235,4,1,3,yes,yes,no,yes,yes,no,no,unfurnished
9369771,6840,5,3,2,no,yes,yes,yes,no,no,yes,furnished
5132398,6919,3,2,1,yes,yes,yes,yes,yes,no,yes,semi-furnished
3034490,3977,3,2,2,yes,yes,yes,no,yes,yes,no,unfurnished
5602341,4941,5,2,4,no,no,yes,yes,yes,yes,no,unfurnished
3559512,2619,4,3,2,no,no,yes,no,no,no,no,unfurnished
1778664,3946,3,2,2,yes,yes,no,no,yes,no,no,furnished
4192904,4441,4,1,2,yes,yes,no,no,yes,no,no,unfurnished
4540924,3998,3,2,2,no,yes,yes,no,no,no,no,unfurnished
3547161,3358,3,2,2,yes,no,yes,yes,no,no,no,unfurnished
3295555,6315,4,2,1,yes,yes,yes,no,no,yes,no,semi-furnished
2559957,3272,2,2,3,no,no,yes,yes,yes,no,no,semi-furnished
4281870,6154,2,1,2,yes,no,yes,no,no,yes,no,furnished
3665359,3074,3,2,2,yes,no,yes,no,no,no,no,unfurnished
4100483,4575,4,1,2,no,no,no,yes,no,yes,no,furnished
7470993,7594,4,2,2,no,no,no,no,no,no,yes,unfurnished
3380538,3417,3,2,2,yes,no,no,no,no,no,no,furnished
3563728,2237,4,1,3,no,yes,yes,yes,no,yes,yes,furnished
5246760,4991,4,3,2,yes,yes,yes,no,yes,yes,no,unfurnished
3542742,3366,4,1,2,yes,yes,yes,yes,no,yes,no,furnished
3105170,3355,3,2,1,yes,yes,yes,yes,no,yes,no,semi-furnished
4289380,2798,4,2,3,yes,no,yes,no,no,no,no,unfurnished
7635384,6431,4,3,4,yes,no,yes,yes,yes,no,no,unfurnished
4545687,4219,2,2,2,no,no,no,yes,yes,no,no,furnished
6289379,6408,3,3,3,no,no,no,yes,no,yes,no,unfurnished
2382276,3617,2,2,2,yes,no,yes,no,no,no,no,unfurnished
4151646,5129,5,2,3,no,yes,no,yes,no,no,no,furnished
3404052,3642,4,1,2,yes,yes,no,yes,yes,yes,no,semi-furnished
12311807,7734,5,2,2,no,no,yes,no,yes,no,yes,furnished
6825661,6082,5,2,5,yes,no,yes,yes,yes,no,no,furnished
3053961,4640,5,1,2,no,no,no,no,yes,yes,no,semi-furnished
13303535,7880,4,3,4,yes,no,yes,yes,yes,no,yes,unfurnished
4963396,4384,2,2,1,yes,yes,yes,yes,yes,no,no,furnished
3466513,4045,3,1,2,no,yes,yes,yes,no,yes,no,unfurnished
3563650,7415,2,2,1,yes,yes,yes,yes,no,no,no,semi-furnished
4743283,3849,4,2,2,no,yes,yes,yes,yes,yes,no,semi-furnished
6702054,6567,3,2,3,yes,yes,no,yes,no,no,yes,semi-furnished
3545948,9694,4,2,2,yes,no,no,yes,no,yes,yes,semi-furnished
5324221,4694,4,2,3,no,yes,yes,yes,yes,yes,no,unfurnished
4361254,4734,2,2,1,no,yes,yes,yes,yes,no,no,furnished
2518401,3430,2,1,2,no,no,yes,yes,yes,no,no,furnished
3379883,5174,4,1,4,yes,yes,no,no,no,no,no,semi-furnished
5650511,5335,4,2,3,yes,yes,no,yes,yes,yes,yes,semi-furnished
5333893,6973,4,3,2,no,yes,yes,no,no,no,no,semi-furnished
4027151,4884,3,3,2,yes,yes,yes,no,no,no,no,unfurnished
4284637,3066,5,3,2,no,no,yes,yes,yes,no,no,furnished
5887505,7528,4,2,1,no,yes,no,yes,yes,no,yes,furnished
4900002,4339,3,2,3,no,yes,no,no,yes,no,no,semi-furnished
3751411,3503,4,2,3,yes,no,yes,no,yes,yes,no,semi-furnished
5696282,10995,2,1,2,no,yes,yes,no,yes,yes,no,semi-furnished
9711678,6213,5,4,2,yes,yes,yes,yes,yes,yes,no,semi-furnished
3469797,2491,4,2,4,yes,no,yes,no,no,yes,yes,unfurnished
3691691,3905,2,1,1,no,yes,yes,no,yes,no,no,semi-furnished
4824365,3592,5,2,2,yes,yes,no,no,no,no,no,unfurnished
6728886,6112,3,3,3,no,no,no,no,no,no,no,furnished
3927718,4192,2,1,2,yes,yes,yes,yes,yes,yes,no,unfurnished
6371359,6681,4,2,2,yes,no,no,no,no,yes,yes,unfurnished
2675023,2844,3,2,1,no,no,no,no,no,no,no,furnished
1895463,2190,4,2,3,yes,yes,yes,no,no,no,no,unfurnished
5250857,7332,4,1,2,yes,no,yes,no,no,no,yes,semi-furnished
7119011,6733,4,3,3,yes,no,yes,no,no,no,yes,furnished
4378900,3736,5,2,2,yes,no,yes,no,yes,no,no,semi-furnished
2573902,3283,3,1,3,no,no,yes,no,no,yes,no,semi-furnished
4671041,6081,4,2,2,yes,yes,no,yes,yes,no,no,semi-furnished
2689581,3610,3,2,1,yes,no,yes,yes,yes,no,no,unfurnished
4358595,4874,3,1,1,no,yes,no,yes,yes,yes,no,furnished
3341183,4302,2,1,2,yes,no,yes,yes,yes,yes,no,furnished
6254775,5867,4,3,2,no,yes,no,yes,yes,no,yes,unfurnished
6590447,7069,3,1,3,yes,no,no,no,yes,yes,yes,furnished
4949996,3057,4,1,2,no,yes,yes,no,no,no,no,furnished
3668504,4490,3,2,2,yes,yes,no,no,no,yes,yes,semi-furnished
3872407,3673,3,2,3,yes,no,yes,no,no,no,no,furnished
3549502,3969,3,2,2,no,no,yes,yes,yes,no,no,unfurnished
2151456,3099,3,2,2,no,no,no,yes,no,yes,no,furnished
12277425,9202,4,4,4,yes,no,yes,no,yes,no,no,unfurnished
4227802,4927,3,1,2,yes,no,no,no,yes,no,no,semi-furnished
5283243,5399,4,2,2,yes,yes,yes,yes,yes,no,yes,semi-furnished
3854216,2333,2,2,3,no,yes,no,yes,no,yes,yes,semi-furnished
5874148,6321,4,2,5,no,yes,no,yes,no,no,no,semi-furnished
5978663,7574,3,1,2,yes,yes,no,no,no,yes,yes,unfurnished
4263124,2660,5,3,3,no,no,no,yes,yes,no,no,furnished
4239078,8648,4,2,2,no,no,no,no,no,yes,no,furnished
5146183,5847,3,1,2,no,no,no,no,yes,no,yes,semi-furnished
2479908,3723,2,2,1,yes,yes,yes,no,yes,yes,no,furnished
8405044,8233,5,2,2,no,no,no,yes,yes,yes,no,semi-furnished
3719993,5849,3,1,2,no,yes,no,yes,no,yes,no,unfurnished
3944650,2570,2,2,3,no,no,no,yes,no,yes,yes,unfurnished
7657955,6221,5,3,4,yes,yes,yes,no,no,no,no,semi-furnished
3689320,5697,2,2,1,yes,no,yes,no,no,yes,no,semi-furnished
3648923,3440,2,2,3,yes,no,no,yes,yes,yes,no,semi-furnished
1776655,3115,3,2,1,no,yes,no,no,no,no,no,unfurnished
5835560,5982,3,3,4,no,no,no,yes,yes,no,no,unfurnished
4065805,4783,3,1,2,no,yes,yes,no,no,yes,yes,semi-furnished
6472040,9019,6,4,2,yes,no,yes,yes,no,yes,no,furnished
4296777,4634,3,2,2,yes,yes,yes,no,yes,yes,no,unfurnished
4909925,4229,4,1,3,yes,yes,no,yes,no,no,no,furnished
4608554,4202,4,1,2,no,yes,no,yes,no,no,yes,semi-furnished
7941095,6863,4,1,2,no,yes,yes,yes,yes,no,yes,furnished
5060410,5212,3,2,2,yes,yes,no,no,no,yes,no,furnished
5196582,3112,4,3,3,yes,yes,no,no,yes,no,no,furnished
2893105,2922,2,2,2,no,no,no,no,no,no,no,unfurnished
3702385,4702,2,1,1,no,no,yes,yes,no,yes,no,furnished
2387067,3350,3,1,1,yes,no,yes,yes,no,no,no,furnished
4639816,3797,4,1,2,yes,yes,yes,yes,yes,no,yes,unfurnished
3535571,4387,4,2,3,no,no,no,yes,no,yes,no,furnished
6321923,9405,4,1,2,yes,no,yes,no,yes,yes,yes,furnished
4966971,13300,3,1,1,no,no,yes,no,yes,yes,no,furnished
3061989,3418,4,2,3,no,yes,yes,yes,yes,no,no,unfurnished
4294692,4768,4,1,1,yes,yes,yes,no,no,no,no,unfurnished
4977282,5185,4,2,1,no,yes,yes,no,no,no,no,unfurnished
6522346,6968,4,1,3,yes,no,no,yes,yes,yes,yes,unfurnished
7266587,8144,4,3,5,yes,no,yes,no,yes,yes,no,furnished
2879627,3085,2,1,2,no,yes,yes,no,yes,no,no,semi-furnished
2989397,4640,4,1,2,no,no,yes,no,yes,yes,no,semi-furnished
8180064,7241,6,2,3,yes,yes,yes,no,yes,yes,no,furnished
4735545,3657,3,2,2,yes,yes,yes,yes,yes,yes,no,unfurnished
2718665,3851,3,4,3,yes,yes,yes,no,no,no,no,semi-furnished
3907433,4302,2,2,2,yes,no,yes,no,no,no,no,unfurnished
3585734,3602,3,1,2,no,no,no,no,yes,yes,no,furnished
7451718,7593,4,3,1,yes,no,no,yes,no,no,yes,semi-furnished
10240882,16647,6,3,2,no,no,no,no,yes,yes,no,semi-furnished
4571856,6457,3,2,2,yes,yes,no,no,yes,no,no,semi-furnished
8002431,6227,4,2,4,no,yes,yes,yes,yes,no,no,unfurnished
4424016,4581,3,2,3,no,yes,no,no,yes,no,no,furnished
3444401,4411,3,2,3,no,no,no,yes,yes,no,no,unfurnished
6726397,6070,4,2,2,no,yes,no,yes,yes,no,yes,unfurnished
4729316,3771,3,1,3,yes,no,no,no,no,yes,no,unfurnished
4992335,3311,4,2,2,no,no,no,yes,yes,no,no,furnished
4497497,5095,3,1,1,no,no,yes,no,yes,yes,yes,furnished
5181583,3142,4,2,2,yes,yes,no,yes,no,no,no,semi-furnished
2383484,2576,3,1,3,no,yes,no,no,no,yes,no,semi-furnished
4630785,5370,4,2,3,no,yes,no,yes,yes,yes,no,unfurnished
4293133,2428,4,1,3,yes,yes,no,yes,no,yes,yes,furnished
4203464,5905,2,2,1,yes,yes,yes,no,yes,no,no,semi-furnished
7578329,6472,4,3,4,yes,yes,yes,yes,yes,no,no,unfurnished
2342240,2187,3,2,1,no,yes,yes,no,no,yes,no,unfurnished
4930614,4420,4,2,3,yes,yes,yes,no,no,yes,no,unfurnished
4537883,3354,3,2,2,yes,no,yes,no,no,no,no,semi-furnished
5049524,3584,3,2,2,yes,yes,yes,yes,yes,no,no,semi-furnished
4290859,4918,3,3,2,yes,yes,no,no,no,no,no,furnished
2541312,4827,3,2,2,no,yes,yes,no,no,yes,no,unfurnished
6457357,7249,2,2,2,yes,yes,no,no,no,yes,yes,furnished
7513577,7060,3,1,5,yes,yes,yes,yes,yes,yes,yes,semi-furnished
4804973,9521,3,1,2,no,no,yes,no,yes,yes,no,semi-furnished
5855410,6251,3,2,5,no,no,no,no,yes,no,no,furnished
7580933,6007,4,3,4,no,yes,yes,no,yes,no,no,unfurnished
6606992,6014,4,3,5,no,yes,no,no,yes,no,no,unfurnished
2640320,3987,2,2,1,no,yes,no,no,no,yes,no,furnished
2466457,3417,3,2,2,yes,no,no,no,no,no,no,unfurnished
3434519,4183,4,2,2,yes,no,no,yes,yes,no,no,semi-furnished
3413294,5044,4,2,3,no,no,yes,no,yes,no,no,semi-furnished
5119607,11088,3,1,3,no,no,yes,yes,no,no,no,furnished
3958425,5585,5,1,3,no,no,no,no,yes,yes,no,furnished
8705721,7638,4,3,2,yes,no,no,yes,yes,no,no,unfurnished
12217677,7711,4,2,2,no,yes,no,no,no,yes,yes,unfurnished
2750763,3001,3,2,1,yes,yes,no,yes,yes,yes,no,unfurnished
2870767,3944,2,1,2,yes,yes,yes,yes,yes,no,no,unfurnished
7100283,6680,5,3,3,no,yes,no,no,yes,yes,yes,furnished
3680143,6099,2,2,1,yes,yes,no,no,no,yes,no,unfurnished
3414512,3554,3,1,3,no,no,yes,yes,no,no,no,semi-furnished
2940456,5914,4,1,3,yes,yes,yes,yes,yes,yes,no,furnished
4217982,5118,3,2,2,yes,no,yes,yes,yes,no,no,unfurnished
6348415,6859,3,2,1,no,no,yes,yes,yes,no,yes,semi-furnished
2765144,4110,3,2,2,yes,no,no,no,yes,no,no,semi-furnished
7292743,6207,3,2,5,no,yes,yes,no,yes,yes,no,unfurnished
3836797,5250,4,2,2,yes,no,yes,no,no,no,no,furnished
3035201,3198,3,1,3,yes,no,no,no,no,no,no,unfurnished
3495462,4998,3,2,3,no,no,no,yes,yes,yes,no,semi-furnished
6048874,7572,5,3,2,no,yes,no,yes,yes,yes,no,semi-furnished
3372453,6433,4,1,1,no,yes,yes,yes,yes,no,no,unfurnished
5213991,8396,3,1,2,no,yes,yes,yes,no,yes,yes,furnished
4497124,5337,3,1,3,yes,no,yes,yes,yes,yes,no,semi-furnished
3638857,4429,2,2,1,no,yes,no,yes,no,yes,yes,unfurnished
4091658,3159,5,1,3,no,yes,no,yes,yes,yes,no,unfurnished
2871618,4313,3,2,1,no,yes,no,no,yes,no,no,furnished
3010557,3109,4,1,2,yes,no,yes,no,yes,no,no,semi-furnished
5768728,5890,3,2,4,yes,yes,no,no,no,yes,no,semi-furnished
3574317,3821,3,1,2,yes,no,yes,no,yes,no,no,unfurnished
2475790,4856,3,1,3,no,yes,no,no,no,no,no,furnished
5345778,8653,4,1,1,yes,yes,no,yes,yes,no,no,unfurnished
4407284,2278,5,1,2,no,no,no,no,no,no,no,semi-furnished
6539306,3966,3,2,3,no,no,yes,yes,yes,no,no,semi-furnished
9329706,6898,4,3,3,no,yes,yes,yes,yes,no,yes,semi-furnished
4903980,7139,4,1,2,yes,yes,yes,no,no,no,no,unfurnished
3524871,4716,4,2,2,yes,no,yes,no,no,yes,no,semi-furnished
5681119,4931,6,3,3,yes,no,yes,no,yes,yes,no,unfurnished
4367536,4860,2,2,2,yes,yes,no,yes,no,yes,no,unfurnished
4872604,8555,4,1,4,no,no,yes,yes,no,no,no,furnished
3043625,8126,2,1,2,yes,yes,yes,no,yes,yes,no,furnished
2315302,5658,4,2,1,no,no,no,no,no,yes,yes,semi-furnished
4979732,4773,5,3,2,no,no,yes,no,yes,yes,no,furnished
5299604,5426,5,2,1,no,yes,no,no,yes,yes,yes,furnished
6011191,7200,4,1,1,yes,no,yes,yes,yes,no,yes,furnished
5953996,11889,3,1,4,yes,yes,no,no,no,yes,yes,semi-furnished
7075130,11289,4,2,1,yes,no,yes,no,no,yes,yes,unfurnished
2845202,4685,4,1,3,no,yes,no,yes,yes,no,no,unfurnished
3705093,3799,2,2,2,no,yes,yes,no,no,yes,no,furnished
